product_id,url
90,https://images-na.ssl-images-amazon.com/images/I/61jS63KeX5L._UY500_.jpg
91,https://images-na.ssl-images-amazon.com/images/I/61JQdvlZlNL._SX522_.jpg
92,https://images-na.ssl-images-amazon.com/images/I/718NbWIJgFL._SX522_.jpg
93,https://images-na.ssl-images-amazon.com/images/I/51Wj4dJ4uVL._SX522_.jpg
94,https://images-na.ssl-images-amazon.com/images/I/3194r7zpmEL.jpg
95,https://images-na.ssl-images-amazon.com/images/I/61zCUQmDjJL._SX522_.jpg
96,https://images-na.ssl-images-amazon.com/images/I/61WzbpVKIdL._SY679_.jpg
97,https://images-na.ssl-images-amazon.com/images/I/61BCVOtMkDL._SX522_.jpg
98,https://images-na.ssl-images-amazon.com/images/I/71E9PjUQCzL._SX522_.jpg
99,https://images-na.ssl-images-amazon.com/images/I/51y5Cu%2Bv8dL.jpg
100,https://images-na.ssl-images-amazon.com/images/I/41e8AJgpFmL.jpg
